FISCAL YEAR,Month,FUND,ACCOUNT GROUP NAME,EXPENDITURE
2016,6,100,EXPENSES,21934.51
2015,11,100,EXPENSES,21933.34
2015,10,670,NOT DEF,21929.67
2015,1,44D,NOT DEF,21917.39
2018,8,100,EXPENSES,21877.46
2011,6,339,NOT DEF,21839.65
2013,8,670,NOT DEF,21834.71
2012,3,100,EXPENSES,21823.86
2016,6,44D,NOT DEF,21818.5
2011,6,339,NOT DEF,21817.18
2013,7,44D,NOT DEF,21767
2011,6,885,NOT DEF,21765.63
2017,5,670,NOT DEF,21755.57
2012,1,100,SALARIES AND BENEFITS,21734.38
2014,12,670,NOT DEF,21731.06
2016,11,100,EXPENSES,21700.13
2020,1,100,SALARIES AND BENEFITS,21699.55
2015,2,100,SALARIES AND BENEFITS,21679.81
2014,3,670,NOT DEF,21670.77
2018,9,339,NOT DEF,21667.4
2015,7,100,EXPENSES,21663.41
2015,1,100,EXPENSES,21660.68
2015,6,44D,NOT DEF,21655.56
2012,12,44D,NOT DEF,21652.12
2019,7,100,SALARIES AND BENEFITS,21640.35
2016,4,100,EXPENSES,21636.21
2012,5,44D,NOT DEF,21634.82
2012,5,44D,NOT DEF,21624.61
2020,3,339,NOT DEF,21612.22
2012,6,100,EXPENSES,21600
2016,6,100,SALARIES AND BENEFITS,21600
2016,10,44D,NOT DEF,21592.76
2015,6,670,NOT DEF,21587.27
2014,9,100,EQUIPMENT,21582
2015,4,100,SALARIES AND BENEFITS,21563.64
2015,4,100,EXPENSES,21560.12
2019,8,100,SALARIES AND BENEFITS,21556.5
2016,4,100,EXPENSES,21544.09
2018,11,885,NOT DEF,21518.23
2014,5,100,SALARIES AND BENEFITS,21510.18
2012,6,339,NOT DEF,21501.5
2016,7,100,EXPENSES,21465.27
2018,4,100,SALARIES AND BENEFITS,21452.94
2016,8,100,SALARIES AND BENEFITS,21449.63
2015,9,670,NOT DEF,21444.66
2016,4,339,NOT DEF,21441.02
2016,5,100,EXPENSES,21423.93
2015,12,100,SALARIES AND BENEFITS,21423.36
2012,9,100,SALARIES AND BENEFITS,21406.61
2020,10,670,NOT DEF,21402.58
2018,5,44D,NOT DEF,21400
2019,9,100,SALARIES AND BENEFITS,21398.32
2012,11,100,EXPENSES,21396.49
2012,4,670,NOT DEF,21396.02
2013,1,670,NOT DEF,21378.51
2015,5,100,EXPENSES,21364
2020,1,100,SALARIES AND BENEFITS,21352.16
2019,8,339,NOT DEF,21332.26
2016,8,100,EXPENSES,21331.6
2015,7,339,NOT DEF,21330.19
2014,4,339,NOT DEF,21327.77
2019,3,100,SALARIES AND BENEFITS,21326.55
2019,3,100,SALARIES AND BENEFITS,21315.72
2012,8,100,EXPENSES,21309.8
2015,7,44D,NOT DEF,21291.93
2013,7,100,EXPENSES,21240.64
2013,1,100,EXPENSES,21225
2015,4,100,SALARIES AND BENEFITS,21213.57
2017,5,100,SALARIES AND BENEFITS,21208.8
2015,3,100,SALARIES AND BENEFITS,21190
2013,10,100,EXPENSES,21182.9
2020,3,100,EXPENSES,21172.66
2016,8,100,SALARIES AND BENEFITS,21150
2017,4,100,SALARIES AND BENEFITS,21150
2016,8,339,NOT DEF,21143.86
2018,9,100,EXPENSES,21085.78
2020,1,100,SALARIES AND BENEFITS,21058.27
2013,10,44D,NOT DEF,21057.3
2012,3,339,NOT DEF,21053.7
2013,11,100,EXPENSES,21039.01
2018,3,100,EXPENSES,21036.95
2016,8,100,SALARIES AND BENEFITS,21028.02
2014,8,100,EXPENSES,21025
2018,1,339,NOT DEF,21021.42
2014,9,100,EXPENSES,21018.26
2015,2,339,NOT DEF,21016.84
2012,8,670,NOT DEF,21014.68
2015,6,100,SALARIES AND BENEFITS,21011.46
2014,8,100,EXPENSES,20994.68
2019,3,100,EXPENSES,20987.35
2019,11,100,EXPENSES,20978
2019,11,100,EXPENSES,20978
2018,4,100,EXPENSES,20967.65
2013,6,100,EXPENSES,20959.35
2018,10,100,EXPENSES,20952.12
2016,8,100,EXPENSES,20946.3
2017,7,100,EXPENSES,20923.59
2019,1,670,NOT DEF,20920.24
2019,1,670,NOT DEF,20920.24
2013,6,100,EXPENSES,20904.15
2015,5,339,NOT DEF,20875.1
2020,2,100,EXPENSES,20857.75
2012,8,100,EXPENSES,20852.01
2014,5,100,EQUIPMENT,20849.8
2019,5,100,SALARIES AND BENEFITS,20831.85
2019,7,100,EXPENSES,20831.83
2013,10,100,EXPENSES,20808.15
2014,9,100,EXPENSES,20803.85
2018,8,100,EXPENSES,20796.54
2017,8,100,EXPENSES,20787.11
2012,7,100,EXPENSES,20782.01
2019,3,100,EXPENSES,20743.04
2019,11,670,NOT DEF,20735.4
2019,11,670,NOT DEF,20735.4
2012,1,100,SALARIES AND BENEFITS,20700
2012,6,885,NOT DEF,20700
2016,5,100,SALARIES AND BENEFITS,20700
2017,8,863,NOT DEF,20696.15
2020,10,100,EXPENSES,20671.2
2019,4,100,SALARIES AND BENEFITS,20647.92
2015,6,44D,NOT DEF,20644.62
2014,7,670,NOT DEF,20602.09
2017,4,100,SALARIES AND BENEFITS,20595.71
2015,10,100,EXPENSES,20571.07
2015,6,339,NOT DEF,20558.39
2017,8,44F,NOT DEF,20554.94
2019,3,100,SALARIES AND BENEFITS,20549.3
2012,5,100,EXPENSES,20533.52
2020,12,339,NOT DEF,20526
2012,8,339,NOT DEF,20515.79
2013,4,670,NOT DEF,20510.39
2019,12,100,SALARIES AND BENEFITS,20504.74
2019,8,885,NOT DEF,20500
2016,9,100,EXPENSES,20493.8
2019,10,100,EXPENSES,20487.89
2019,2,100,EXPENSES,20483.61
2019,2,100,EXPENSES,20483.61
2020,3,100,SALARIES AND BENEFITS,20478.36
2012,2,670,NOT DEF,20475.87
2015,2,100,SALARIES AND BENEFITS,20464.02
2014,9,670,NOT DEF,20450.53
2018,2,100,SALARIES AND BENEFITS,20426.84
2013,2,100,EXPENSES,20407.31
2015,7,100,SALARIES AND BENEFITS,20381.43
2013,4,44D,NOT DEF,20376
2019,7,100,SALARIES AND BENEFITS,20364.15
2019,1,339,NOT DEF,20362.89
2019,1,339,NOT DEF,20362.89
2019,3,670,NOT DEF,20359.96
2019,4,100,SALARIES AND BENEFITS,20358.68
2019,7,100,SALARIES AND BENEFITS,20351.84
2018,3,100,SALARIES AND BENEFITS,20341.81
2014,5,863,NOT DEF,20325.92
2019,3,339,NOT DEF,20325.06
2016,8,100,SALARIES AND BENEFITS,20318.96
2019,2,100,SALARIES AND BENEFITS,20289.7
2019,2,100,SALARIES AND BENEFITS,20289.7
2012,1,100,EXPENSES,20284.92
2011,6,339,NOT DEF,20271.83
2013,9,100,SALARIES AND BENEFITS,20250
2014,2,100,SALARIES AND BENEFITS,20250
2014,12,100,EXPENSES,20236
2013,1,44D,NOT DEF,20235.6
2014,12,100,SALARIES AND BENEFITS,20225.25
2015,11,100,EXPENSES,20224.56
2012,11,100,EXPENSES,20195.69
2018,11,100,SALARIES AND BENEFITS,20188.21
2012,1,44F,NOT DEF,20184.3
2018,5,100,EXPENSES,20177.73
2015,8,339,NOT DEF,20175
2012,4,100,EXPENSES,20169.62
2016,11,100,EXPENSES,20151.79
2018,9,100,EXPENSES,20148.91
2020,2,100,EXPENSES,20134.41
2019,1,100,EXPENSES,20134.25
2019,1,100,EXPENSES,20134.25
2020,2,100,EXPENSES,20130.18
2014,6,100,EXPENSES,20094.44
2013,6,100,EXPENSES,20084.23
2012,9,100,EXPENSES,20070.56
2012,12,100,EXPENSES,20060.12
2017,4,100,EXPENSES,20055.35
2013,3,100,EXPENSES,20055.03
2019,4,100,SALARIES AND BENEFITS,20040.7
2016,12,44D,NOT DEF,20040.31
2018,11,100,SALARIES AND BENEFITS,20023.41
2012,8,100,SALARIES AND BENEFITS,20018.03
2012,12,44D,NOT DEF,20000
2013,1,44D,NOT DEF,20000
2015,10,885,NOT DEF,20000
2015,11,44D,NOT DEF,20000
2015,5,100,EXPENSES,20000
2016,8,44D,NOT DEF,20000
2018,5,44D,NOT DEF,20000
2014,9,44D,NOT DEF,19994.72
2015,1,339,NOT DEF,19991.58
2018,2,100,SALARIES AND BENEFITS,19989.25
2017,5,670,NOT DEF,19970
2012,9,100,EXPENSES,19954.34
2012,12,670,NOT DEF,19951.63
2020,4,100,EXPENSES,19950.21
2014,3,863,NOT DEF,19940.53
2017,5,339,NOT DEF,19938.47
2016,5,100,EXPENSES,19936.17
2014,11,100,SALARIES AND BENEFITS,19931.76
2012,7,100,SALARIES AND BENEFITS,19927.02
2019,5,100,SALARIES AND BENEFITS,19892.04
2017,8,100,EXPENSES,19884.92
2014,4,100,EXPENSES,19883.34
2013,5,100,EXPENSES,19848.05
2018,1,863,NOT DEF,19847
2020,11,100,EXPENSES,19831.07
2020,3,670,NOT DEF,19804.44
2018,1,44D,SPECIAL,19803.12
2018,11,100,SALARIES AND BENEFITS,19768.67
2016,5,44D,NOT DEF,19766
2019,12,670,NOT DEF,19748
2012,3,100,EXPENSES,19728.8
2017,5,339,NOT DEF,19686.58
2019,3,100,EXPENSES,19683.35
2015,7,100,EXPENSES,19678.6
2013,3,44D,NOT DEF,19672.2
2015,7,44D,NOT DEF,19667.86
2015,4,44D,NOT DEF,19647.24
2016,4,670,NOT DEF,19639.83
2012,2,100,EXPENSES,19631.25
2019,10,100,EXPENSES,19621.6
2016,8,44D,NOT DEF,19620
2016,12,100,EQUIPMENT,19604.86
2017,7,100,EXPENSES,19599.86
2020,11,100,EXPENSES,19595.92
2019,4,100,EXPENSES,19594.1
2013,7,100,EXPENSES,19572.83
2012,5,100,EXPENSES,19549.44
2017,8,100,EXPENSES,19533.66
2016,1,100,EXPENSES,19532.18
2017,4,100,EXPENSES,19526.06
2017,5,100,SALARIES AND BENEFITS,19490.77
2018,5,100,EXPENSES,19477.44
2019,9,100,EXPENSES,19447.2
2018,2,100,EXPENSES,19438.99
2018,1,670,NOT DEF,19426.35
2013,3,100,SALARIES AND BENEFITS,19422.39
2016,5,100,EXPENSES,19415.24
2011,6,863,NOT DEF,19381.4
2012,1,100,SALARIES AND BENEFITS,19362.17
2011,6,339,NOT DEF,19358.49
2013,7,100,EXPENSES,19352.15
2019,1,100,EXPENSES,19351.45
2019,1,100,EXPENSES,19351.45
2017,9,100,EXPENSES,19351.32
2012,5,100,SALARIES AND BENEFITS,19350
2015,12,100,SALARIES AND BENEFITS,19344.37
2014,3,339,NOT DEF,19333.12
2020,2,100,EXPENSES,19329.76
2015,5,44D,NOT DEF,19320.2
2018,8,100,EXPENSES,19316.04
2015,4,339,NOT DEF,19311.27
2015,4,44D,NOT DEF,19303.97
2012,12,339,NOT DEF,19294.5
2018,10,100,SALARIES AND BENEFITS,19289.61
2013,11,100,SALARIES AND BENEFITS,19285.76
2020,3,100,SALARIES AND BENEFITS,19274.73
2013,10,339,NOT DEF,19243.78
2013,12,100,EXPENSES,19225.6
2015,12,670,NOT DEF,19200.08
2013,8,863,NOT DEF,19179.92
2013,11,100,SALARIES AND BENEFITS,19176.4
2014,5,44D,NOT DEF,19175.25
2014,4,100,EXPENSES,19164.81
2012,8,100,EXPENSES,19158.74
2012,6,44D,NOT DEF,19152
2019,4,100,SALARIES AND BENEFITS,19135.3
2016,4,100,SALARIES AND BENEFITS,19123.05
2013,6,100,EXPENSES,19110.65
2012,8,100,EXPENSES,19094.04
2018,12,44D,NOT DEF,19065
2019,9,100,SALARIES AND BENEFITS,19063.67
2012,9,885,NOT DEF,19054.95
2016,2,44D,NOT DEF,19051.97
2014,4,100,SALARIES AND BENEFITS,19050.44
2014,12,100,EXPENSES,19040.22
2015,6,44F,NOT DEF,19032.49
2020,4,100,EXPENSES,19023.34
2013,4,44D,NOT DEF,19007.85
2019,7,100,SALARIES AND BENEFITS,19007.59
2018,11,100,EXPENSES,19004.95
2015,4,100,EXPENSES,18982.65
2015,2,100,SALARIES AND BENEFITS,18965.75
2020,10,100,SALARIES AND BENEFITS,18962.65
2014,4,100,SALARIES AND BENEFITS,18944.83
2019,10,100,EXPENSES,18933.51
2018,1,100,EQUIPMENT,18925.03
2013,12,100,SALARIES AND BENEFITS,18920.78
2015,8,44D,NOT DEF,18918.04
2013,8,100,SALARIES AND BENEFITS,18911.11
2012,4,100,SALARIES AND BENEFITS,18900
2012,11,100,SALARIES AND BENEFITS,18900
2016,3,100,SALARIES AND BENEFITS,18900
2017,7,100,SALARIES AND BENEFITS,18900
2015,6,100,EXPENSES,18898.97
2016,2,100,EXPENSES,18883.03
2020,1,339,NOT DEF,18877.59
2019,11,100,SALARIES AND BENEFITS,18876.46
2019,11,100,SALARIES AND BENEFITS,18876.46
2012,9,339,NOT DEF,18868.02
2018,2,100,SALARIES AND BENEFITS,18865.56
2016,2,100,SALARIES AND BENEFITS,18851.78
2012,10,100,EXPENSES,18850.8
2014,5,100,SALARIES AND BENEFITS,18812.67
2019,2,100,SALARIES AND BENEFITS,18781.75
2019,2,100,SALARIES AND BENEFITS,18781.75
2012,2,44D,NOT DEF,18781.1
2017,7,100,SALARIES AND BENEFITS,18772.57
2012,5,100,SALARIES AND BENEFITS,18759.49
2018,9,100,EXPENSES,18751.97
2018,8,670,NOT DEF,18741.88
2018,5,100,EXPENSES,18740.81
2018,4,100,EXPENSES,18732.54
2019,3,100,SALARIES AND BENEFITS,18715.35
2015,3,100,EXPENSES,18706.41
2016,4,44D,NOT DEF,18694.61
2015,5,100,EXPENSES,18675.34
2011,6,670,NOT DEF,18672
2018,3,339,NOT DEF,18653.18
2014,10,100,EXPENSES,18648.25
2014,11,44D,NOT DEF,18639
2015,5,100,EQUIPMENT,18639
2019,4,100,EXPENSES,18603.91
2018,3,339,NOT DEF,18588
2012,4,885,NOT DEF,18572.98
2012,2,100,EXPENSES,18556.95
2014,5,100,EQUIPMENT,18527
2014,2,100,SALARIES AND BENEFITS,18510.56
2016,5,100,SALARIES AND BENEFITS,18509.12
2014,5,100,EXPENSES,18508.15
2013,11,100,SALARIES AND BENEFITS,18498.46
2020,2,100,SALARIES AND BENEFITS,18482.81
2015,1,100,EXPENSES,18473.32
2018,4,100,SALARIES AND BENEFITS,18462.58
2016,12,100,EXPENSES,18455.8
2014,5,100,SALARIES AND BENEFITS,18450
2020,10,100,EXPENSES,18447.76
2012,8,339,NOT DEF,18427.2
2018,11,100,EXPENSES,18403.67
2019,5,339,NOT DEF,18386.25
2020,1,100,SALARIES AND BENEFITS,18376.24
2013,2,100,EXPENSES,18361.54
2020,3,100,SALARIES AND BENEFITS,18339.48
2016,4,100,SALARIES AND BENEFITS,18333.98
2012,10,100,EXPENSES,18322.05
2016,2,100,EXPENSES,18313.72
2019,10,670,NOT DEF,18309.83
2018,12,100,SALARIES AND BENEFITS,18305.26
2013,6,670,NOT DEF,18302.19
2014,11,339,NOT DEF,18299.88
2020,11,100,SALARIES AND BENEFITS,18294.83
2020,4,670,NOT DEF,18282.62
2017,8,100,EXPENSES,18279.9
2012,3,100,EXPENSES,18270
2013,7,100,EXPENSES,18269.99
2018,2,670,NOT DEF,18252.04
2012,5,100,SALARIES AND BENEFITS,18188.27
2014,4,100,EXPENSES,18174.54
2016,11,100,SALARIES AND BENEFITS,18172.31
2016,8,100,SALARIES AND BENEFITS,18170.21
2014,7,100,EXPENSES,18163.65
2013,11,100,EXPENSES,18162.48
2013,8,100,EXPENSES,18160.4
2012,10,100,EXPENSES,18157.46
2015,9,670,NOT DEF,18154.45
2020,11,100,EXPENSES,18122.26
2014,5,339,NOT DEF,18090
2014,2,339,NOT DEF,18068.55
2015,9,44D,NOT DEF,18065.66
2014,10,100,EXPENSES,18065.41
2014,12,100,EXPENSES,18056.74
2016,11,100,SALARIES AND BENEFITS,18049.91
2012,11,670,NOT DEF,18038.41
2014,11,100,EXPENSES,18036.48
2015,4,339,NOT DEF,18017.95
2011,6,44F,NOT DEF,18008.63
2016,9,100,EXPENSES,18006.12
2013,5,100,SALARIES AND BENEFITS,18000
2015,12,339,NOT DEF,18000
2018,1,339,NOT DEF,18000
2015,11,100,EXPENSES,17984.08
2018,9,100,SALARIES AND BENEFITS,17968.35
2016,8,670,NOT DEF,17965.55
2019,12,100,EXPENSES,17960.53
2013,12,339,NOT DEF,17942.71
2015,5,44D,NOT DEF,17928.17
2013,10,47C,NOT DEF,17913.96
2018,2,863,NOT DEF,17892.28
2016,3,100,SALARIES AND BENEFITS,17888.78
2018,10,670,NOT DEF,17883.56
2015,1,339,NOT DEF,17862.72
2018,4,100,SALARIES AND BENEFITS,17861.19
2020,3,100,EXPENSES,17859.56
2015,5,44D,NOT DEF,17830.93
2012,6,100,SALARIES AND BENEFITS,17829.27
2018,4,100,SALARIES AND BENEFITS,17821.27
2019,7,100,SALARIES AND BENEFITS,17818.51
2016,4,100,EXPENSES,17810.84
2013,9,100,EXPENSES,17809.84
2016,9,100,EXPENSES,17799.31
2018,8,670,NOT DEF,17782
2015,7,100,EXPENSES,17774.06
2019,2,339,NOT DEF,17773.32
2019,2,339,NOT DEF,17773.32
2019,11,670,NOT DEF,17769.18
2019,11,670,NOT DEF,17769.18
2018,2,100,EXPENSES,17756.87
2016,3,100,SALARIES AND BENEFITS,17751
2017,8,100,SALARIES AND BENEFITS,17732.83
2018,2,339,NOT DEF,17667.32
2012,1,44D,NOT DEF,17667.2
2012,12,100,EXPENSES,17661.22
2015,12,44D,NOT DEF,17652.45
2019,9,339,NOT DEF,17650.96
2014,4,100,SALARIES AND BENEFITS,17638.35
2019,9,100,SALARIES AND BENEFITS,17613.07
2014,10,44D,NOT DEF,17607.66
2018,8,100,EXPENSES,17591.03
2020,11,670,NOT DEF,17589.69
2018,2,100,SALARIES AND BENEFITS,17556.97
2013,2,100,SALARIES AND BENEFITS,17550
2012,11,100,EXPENSES,17540.79
2013,8,44F,NOT DEF,17538.31
2013,7,100,EXPENSES,17531.05
2012,5,100,SALARIES AND BENEFITS,17512.89
2015,4,100,SALARIES AND BENEFITS,17500.43
2014,12,44D,NOT DEF,17500
2015,9,670,NOT DEF,17499.48
2012,4,100,EXPENSES,17499.37
2011,6,863,NOT DEF,17495.22
2012,5,100,SALARIES AND BENEFITS,17494.12
2014,2,863,NOT DEF,17472.19
2013,2,100,EXPENSES,17468.9
2016,10,100,SALARIES AND BENEFITS,17464
2018,8,339,NOT DEF,17453.29
2018,4,339,NOT DEF,17447.06
2013,10,100,EXPENSES,17446.57
2014,2,100,EXPENSES,17433.53
2015,3,100,SALARIES AND BENEFITS,17430.21
2018,3,100,EXPENSES,17423.4
2013,3,100,EXPENSES,17395.1
2019,5,339,NOT DEF,17382.14
2020,12,100,EXPENSES,17364.13
2015,9,670,NOT DEF,17342.99
2015,8,100,EXPENSES,17311.1
2016,6,100,EXPENSES,17304.92
2019,5,100,EXPENSES,17297.78
2014,8,44D,NOT DEF,17286.94
2019,10,100,EXPENSES,17283.71
2016,10,100,SALARIES AND BENEFITS,17279.54
2015,8,670,NOT DEF,17271.82
2019,2,100,SALARIES AND BENEFITS,17251.05
2019,2,100,SALARIES AND BENEFITS,17251.05
2013,7,339,NOT DEF,17250
2015,10,670,NOT DEF,17239.1
2013,2,44D,NOT DEF,17232.3
2014,1,100,EXPENSES,17216.22
2016,11,100,SALARIES AND BENEFITS,17168
2012,2,44D,NOT DEF,17160.75
2020,3,339,NOT DEF,17160
2015,11,100,EXPENSES,17141.32
2015,7,100,EXPENSES,17128.44
2012,3,100,EQUIPMENT,17116.37
2012,9,670,NOT DEF,17112.87
2013,11,44F,NOT DEF,17112.72
2013,6,100,SALARIES AND BENEFITS,17100
2015,8,100,SALARIES AND BENEFITS,17100
2018,10,100,SALARIES AND BENEFITS,17100
2012,4,44D,NOT DEF,17087.05
2014,8,339,NOT DEF,17074.16
2019,3,44E,SPECIAL,17073.79
2014,5,100,EXPENSES,17058.6
2014,8,100,EXPENSES,17055.1
2016,7,670,NOT DEF,17053.9
2013,6,100,SALARIES AND BENEFITS,17029.1
2013,7,100,EXPENSES,17027.73
2019,12,100,EXPENSES,17024.56
2012,7,44D,NOT DEF,17018.6
2012,12,339,NOT DEF,17015.15
2015,4,100,SALARIES AND BENEFITS,17006.49
2011,6,885,NOT DEF,17001.95
2016,9,44D,NOT DEF,16979.1
2019,10,100,EXPENSES,16973.9
2016,2,100,EXPENSES,16958.16
2016,4,100,EXPENSES,16952.53
2015,12,100,EXPENSES,16935.88
2015,8,100,EXPENSES,16923.07
2020,12,339,NOT DEF,16921.04
2017,5,100,EXPENSES,16918.98
2018,12,100,SALARIES AND BENEFITS,16917.36
2013,5,670,NOT DEF,16867.8
2016,12,100,EXPENSES,16865.28
2016,10,44D,NOT DEF,16864.27
2014,9,100,EXPENSES,16864
2020,4,670,NOT DEF,16863.16
2020,11,100,SALARIES AND BENEFITS,16858.56
2014,8,100,EXPENSES,16844.69
2015,2,100,EXPENSES,16829.6
2019,5,100,EXPENSES,16821.69
2019,12,100,SALARIES AND BENEFITS,16817.03
2015,7,670,NOT DEF,16815.1
2015,5,339,NOT DEF,16808.89
2012,6,100,EXPENSES,16800
2017,5,100,EXPENSES,16788.42
2018,12,44D,NOT DEF,16787.34
2018,1,100,SALARIES AND BENEFITS,16779.64
2020,3,100,SALARIES AND BENEFITS,16778.56
2017,5,100,EXPENSES,16762.75
2015,12,44D,NOT DEF,16744.47
2018,8,100,SALARIES AND BENEFITS,16744.09
2020,10,44D,NOT DEF,16733
2018,4,100,SALARIES AND BENEFITS,16724.28
2012,4,100,EXPENSES,16722.44
2012,12,100,EXPENSES,16720.42
2019,5,339,NOT DEF,16694.54
2019,3,100,SALARIES AND BENEFITS,16690.7
2018,4,100,SALARIES AND BENEFITS,16682.27
2018,3,44D,NOT DEF,16671.76
2014,3,44D,NOT DEF,16663.92
2014,6,44F,NOT DEF,16663.92
2014,4,100,SALARIES AND BENEFITS,16650
2018,10,44D,NOT DEF,16640
2019,10,100,SALARIES AND BENEFITS,16632.24
2012,10,44D,NOT DEF,16629
2018,3,339,NOT DEF,16621.98
2012,2,100,EXPENSES,16615.12
2013,5,44D,NOT DEF,16607.17
2016,8,44D,NOT DEF,16603.61
2020,2,100,EXPENSES,16591.57
2019,4,100,EXPENSES,16583.36
2016,3,44E,NOT DEF,16565.82
2013,3,339,NOT DEF,16565.44
2017,5,100,EQUIPMENT,16540.25
2019,8,100,SALARIES AND BENEFITS,16525.66
2017,8,100,SALARIES AND BENEFITS,16520.49
2015,1,339,NOT DEF,16511.19
2016,11,100,EXPENSES,16500.66
2012,7,100,EXPENSES,16499.1
2012,9,100,EXPENSES,16495.38
2016,5,339,NOT DEF,16490.26
2015,7,100,SALARIES AND BENEFITS,16476.1
2019,10,100,SALARIES AND BENEFITS,16452.02
2018,10,339,NOT DEF,16441
2016,10,100,EXPENSES,16428.54
2020,12,100,EXPENSES,16425
2012,5,100,SALARIES AND BENEFITS,16409.25
2020,2,100,EXPENSES,16387.78
2016,1,100,SALARIES AND BENEFITS,16387.76
2013,2,100,EXPENSES,16382.22
2013,4,100,EXPENSES,16375.58
2018,5,100,EXPENSES,16375.35
2012,10,100,EXPENSES,16365.31
2019,12,100,EXPENSES,16364.56
2017,4,100,EXPENSES,16335.54
2012,2,100,EXPENSES,16312.11
2015,10,100,SALARIES AND BENEFITS,16309.04
2014,6,44D,NOT DEF,16280.24
2017,7,100,EXPENSES,16259.21
2019,5,100,SALARIES AND BENEFITS,16247.02
2016,5,44D,NOT DEF,16240.99
2013,8,100,EXPENSES,16237.53
2014,2,100,EXPENSES,16234.93
2017,9,100,SALARIES AND BENEFITS,16224.58
2013,4,670,NOT DEF,16216.25
2020,2,100,EXPENSES,16199.67
2020,2,100,SALARIES AND BENEFITS,16188.63
2019,12,100,EXPENSES,16184.82
2016,12,670,NOT DEF,16178.38
2018,4,100,EXPENSES,16177.51
2017,8,100,EXPENSES,16173.55
2012,9,100,EXPENSES,16167.72
2014,10,44D,NOT DEF,16158.6
2020,1,100,EXPENSES,16131.39
2015,5,100,EXPENSES,16131.28
2014,2,100,EQUIPMENT,16126.45
2019,10,100,SALARIES AND BENEFITS,16117.38
2013,10,100,EXPENSES,16115.55
2014,7,670,NOT DEF,16095.21
2013,5,100,EXPENSES,16095
2013,4,100,EXPENSES,16088.97
2019,9,100,EXPENSES,16085.56
2012,10,100,EXPENSES,16082.17
2019,12,100,EXPENSES,16028.45
2019,12,100,EXPENSES,16020.38
2019,12,100,SALARIES AND BENEFITS,16004.53
2020,11,100,EXPENSES,15999.45
2019,12,100,EXPENSES,15987.02
2012,11,100,EXPENSES,15984.34
2013,11,339,NOT DEF,15984.08
2017,9,100,EXPENSES,15972.85
2016,4,100,SALARIES AND BENEFITS,15965.99
2015,12,100,EXPENSES,15958.44
2018,8,339,NOT DEF,15944.59
2015,2,670,NOT DEF,15929.15
2020,3,100,EQUIPMENT,15900.81
2014,2,100,EXPENSES,15882.45
2013,4,100,EXPENSES,15877.5
2012,8,100,EXPENSES,15873.68
2017,9,100,EXPENSES,15867.21
2013,7,44D,NOT DEF,15858.33
2014,11,44D,NOT DEF,15854.04
2012,8,100,SALARIES AND BENEFITS,15840.38
2016,1,100,EXPENSES,15838.22
2015,10,100,SALARIES AND BENEFITS,15827.04
2013,1,44D,NOT DEF,15814.39
2014,12,100,EXPENSES,15810.25
2016,10,100,EXPENSES,15805
2013,8,100,EXPENSES,15797.85
2015,1,100,EXPENSES,15789.42
2012,9,100,EXPENSES,15768.76
2013,12,100,SALARIES AND BENEFITS,15750
2015,2,100,SALARIES AND BENEFITS,15750
2013,11,670,NOT DEF,15744.58
2013,10,100,EXPENSES,15710.26
2012,7,100,SALARIES AND BENEFITS,15703.91
2015,6,44D,NOT DEF,15701.85
2018,12,100,SALARIES AND BENEFITS,15701.6
2015,4,44D,NOT DEF,15696
2014,11,100,EXPENSES,15694.4
2013,11,44F,NOT DEF,15652.39
2018,8,100,EXPENSES,15651.13
2016,7,100,EXPENSES,15650
2018,9,100,SALARIES AND BENEFITS,15648.76
2012,4,44D,NOT DEF,15646.43
2016,5,100,EXPENSES,15644.81
2012,8,100,EXPENSES,15634.79
2013,12,100,EXPENSES,15630.29
2018,11,100,EXPENSES,15625
2019,7,44D,NOT DEF,15625
2020,3,670,NOT DEF,15613.32
2018,2,100,EXPENSES,15604.03
2019,3,44D,NOT DEF,15600
2015,10,100,SALARIES AND BENEFITS,15573.08
2013,1,100,EXPENSES,15567.02
2016,3,100,EXPENSES,15559.41
2018,5,100,SALARIES AND BENEFITS,15537.05
2012,7,100,SALARIES AND BENEFITS,15536.53
2015,2,44D,NOT DEF,15489.99
2018,9,670,NOT DEF,15483.17
2012,2,100,EXPENSES,15474.39
2013,4,100,EXPENSES,15465.17
2015,5,100,EXPENSES,15459.2
2017,7,100,SALARIES AND BENEFITS,15457.48
2017,4,100,SALARIES AND BENEFITS,15427.72
2014,11,670,NOT DEF,15426.76
2014,1,100,SALARIES AND BENEFITS,15420.11
2012,10,670,NOT DEF,15415.54
2018,3,100,EXPENSES,15412.99
2015,8,100,SALARIES AND BENEFITS,15412.72
2018,8,670,NOT DEF,15410.46
2015,8,100,EXPENSES,15404.83
2014,10,100,EXPENSES,15398.9
2019,8,44D,NOT DEF,15385.72
2013,10,44D,NOT DEF,15383.72
2016,4,339,NOT DEF,15381.25
2018,3,44D,NOT DEF,15380
2013,9,670,NOT DEF,15371.27
2014,10,100,EXPENSES,15370.69
2013,10,100,SALARIES AND BENEFITS,15360.97
2014,11,100,SALARIES AND BENEFITS,15349.5
2018,10,44D,NOT DEF,15339.32
2016,1,100,EQUIPMENT,15331.67
2012,6,339,NOT DEF,15325.39
2015,3,863,NOT DEF,15324.19
2018,10,670,NOT DEF,15317.19
2016,6,863,NOT DEF,15299.2
2015,9,100,EXPENSES,15265.01
2014,8,339,NOT DEF,15252.1
